,x1,x2,x5,x4,x6,x9,x3
x1,0.735374327027247,0.006097859416743661,0.4237060182712496,0.0018099803053031587,0.00038419741750475665,0.002923227216375653,0.0005455374014420138
x2,0.006097859416743661,0.998591773323726,0.6869234645677285,2.0301208971910435e-05,0.00017044821595749767,0.0031403775880672682,0.0005564304752841212
x5,0.4237060182712496,0.6869234645677285,1.4161999321782317,0.0011937605512851838,0.0007606357333437511,0.0069166024477963625,0.001206261187618466
x4,0.0018099803053031587,2.0301208971910435e-05,0.001193760551285184,0.6860149825611654,0.00038780821632008935,0.6860149825611654,0.0048182625084592715
x6,0.00038419741750475665,0.00017044821595749767,0.0007606357333437511,0.00038780821632008935,0.9998138407964138,0.9998138407964138,0.0003840445825359041
x9,0.002923227216375653,0.0031403775880672717,0.0069166024477963625,0.6860149825611654,0.9998138407964138,1.6854410151412589,0.005812707798794899
x3,0.0005455374014420138,0.0005564304752841212,0.001206261187618466,0.0048182625084592715,0.0003840445825359041,0.0058127077987949,0.743091727765721
